source,img_idx,model,noise_idx,mse_t1,mse_t11,mse_t21,mse_t31,mse_t41,mse_t51,mse_t61,mse_t71,mse_t81,mse_t91,mse_t101,mse_t111,mse_t121,mse_t131,mse_t141,mse_t151,mse_t161,mse_t171,mse_t181,mse_t191,mse_t201,mse_t211,mse_t221,mse_t231,mse_t241
SD1.1,8,SD1.3,10,0.9379882812,0.7705078125,0.6923828125,0.6396484375,0.6010742188,0.5688476562,0.5419921875,0.5180664062,0.4973144531,0.4790039062,0.4619140625,0.4460449219,0.4309082031,0.4172363281,0.4040527344,0.3916015625,0.3796386719,0.3681640625,0.3574218750,0.3464355469,0.3359375000,0.3256835938,0.3164062500,0.3066406250,0.2971191406
SD1.1,8,SD1.3,11,0.9062500000,0.7495117188,0.6762695312,0.6259765625,0.5888671875,0.5576171875,0.5312500000,0.5083007812,0.4877929688,0.4699707031,0.4533691406,0.4377441406,0.4230957031,0.4099121094,0.3967285156,0.3845214844,0.3728027344,0.3615722656,0.3510742188,0.3405761719,0.3303222656,0.3203125000,0.3110351562,0.3017578125,0.2927246094
SD1.1,8,SD1.3,12,0.9204101562,0.7573242188,0.6835937500,0.6333007812,0.5976562500,0.5678710938,0.5419921875,0.5190429688,0.4985351562,0.4802246094,0.4633789062,0.4475097656,0.4323730469,0.4184570312,0.4050292969,0.3923339844,0.3803710938,0.3688964844,0.3579101562,0.3471679688,0.3366699219,0.3264160156,0.3171386719,0.3076171875,0.2983398438
SD1.1,8,SD1.3,13,0.9145507812,0.7558593750,0.6816406250,0.6298828125,0.5922851562,0.5615234375,0.5356445312,0.5131835938,0.4929199219,0.4750976562,0.4584960938,0.4431152344,0.4279785156,0.4145507812,0.4011230469,0.3884277344,0.3764648438,0.3647460938,0.3537597656,0.3427734375,0.3322753906,0.3220214844,0.3125000000,0.3027343750,0.2934570312
SD1.1,8,SD1.3,14,0.9150390625,0.7602539062,0.6875000000,0.6381835938,0.6005859375,0.5703125000,0.5439453125,0.5209960938,0.5000000000,0.4819335938,0.4653320312,0.4497070312,0.4348144531,0.4213867188,0.4082031250,0.3957519531,0.3837890625,0.3720703125,0.3610839844,0.3500976562,0.3393554688,0.3288574219,0.3190917969,0.3090820312,0.2995605469
SD1.1,8,SD1.3,15,0.9028320312,0.7441406250,0.6723632812,0.6240234375,0.5888671875,0.5595703125,0.5341796875,0.5122070312,0.4919433594,0.4743652344,0.4577636719,0.4418945312,0.4270019531,0.4133300781,0.3999023438,0.3872070312,0.3752441406,0.3637695312,0.3530273438,0.3420410156,0.3315429688,0.3212890625,0.3120117188,0.3022460938,0.2929687500
SD1.1,8,SD1.3,16,0.9238281250,0.7583007812,0.6835937500,0.6333007812,0.5966796875,0.5668945312,0.5410156250,0.5185546875,0.4980468750,0.4802246094,0.4638671875,0.4484863281,0.4338378906,0.4206542969,0.4074707031,0.3952636719,0.3835449219,0.3723144531,0.3613281250,0.3503417969,0.3395996094,0.3291015625,0.3193359375,0.3093261719,0.2998046875
SD1.1,8,SD1.3,17,0.9238281250,0.7563476562,0.6831054688,0.6333007812,0.5961914062,0.5654296875,0.5390625000,0.5161132812,0.4956054688,0.4775390625,0.4609375000,0.4453125000,0.4306640625,0.4172363281,0.4042968750,0.3918457031,0.3801269531,0.3686523438,0.3579101562,0.3471679688,0.3364257812,0.3259277344,0.3164062500,0.3063964844,0.2966308594
SD1.1,8,SD1.3,18,0.9082031250,0.7490234375,0.6738281250,0.6225585938,0.5844726562,0.5532226562,0.5258789062,0.5019531250,0.4809570312,0.4624023438,0.4453125000,0.4296875000,0.4150390625,0.4020996094,0.3894042969,0.3776855469,0.3662109375,0.3554687500,0.3452148438,0.3347167969,0.3247070312,0.3149414062,0.3059082031,0.2966308594,0.2875976562
SD1.1,8,SD1.3,19,0.9306640625,0.7631835938,0.6860351562,0.6333007812,0.5942382812,0.5620117188,0.5346679688,0.5112304688,0.4902343750,0.4721679688,0.4555664062,0.4399414062,0.4255371094,0.4123535156,0.3999023438,0.3879394531,0.3767089844,0.3657226562,0.3552246094,0.3447265625,0.3344726562,0.3242187500,0.3149414062,0.3054199219,0.2961425781
SD1.1,8,SD1.3,20,0.9096679688,0.7509765625,0.6752929688,0.6235351562,0.5854492188,0.5541992188,0.5273437500,0.5039062500,0.4833984375,0.4653320312,0.4489746094,0.4335937500,0.4191894531,0.4064941406,0.3940429688,0.3823242188,0.3713378906,0.3608398438,0.3508300781,0.3405761719,0.3308105469,0.3212890625,0.3122558594,0.3029785156,0.2939453125
SD1.1,8,SD1.3,21,0.9125976562,0.7475585938,0.6718750000,0.6206054688,0.5834960938,0.5527343750,0.5263671875,0.5029296875,0.4819335938,0.4638671875,0.4472656250,0.4316406250,0.4169921875,0.4038085938,0.3908691406,0.3786621094,0.3671875000,0.3562011719,0.3457031250,0.3354492188,0.3254394531,0.3156738281,0.3068847656,0.2976074219,0.2888183594
SD1.1,8,SD1.3,22,0.9028320312,0.7441406250,0.6723632812,0.6230468750,0.5874023438,0.5576171875,0.5327148438,0.5102539062,0.4902343750,0.4726562500,0.4562988281,0.4409179688,0.4262695312,0.4130859375,0.3999023438,0.3874511719,0.3754882812,0.3642578125,0.3532714844,0.3422851562,0.3317871094,0.3215332031,0.3120117188,0.3022460938,0.2929687500
SD1.1,8,SD1.3,23,0.9326171875,0.7641601562,0.6865234375,0.6342773438,0.5952148438,0.5634765625,0.5356445312,0.5117187500,0.4907226562,0.4724121094,0.4553222656,0.4396972656,0.4245605469,0.4111328125,0.3979492188,0.3857421875,0.3737792969,0.3625488281,0.3520507812,0.3413085938,0.3310546875,0.3208007812,0.3115234375,0.3020019531,0.2927246094
SD1.1,8,SD1.3,24,0.9228515625,0.7587890625,0.6831054688,0.6318359375,0.5947265625,0.5644531250,0.5385742188,0.5156250000,0.4953613281,0.4772949219,0.4606933594,0.4450683594,0.4301757812,0.4167480469,0.4035644531,0.3911132812,0.3793945312,0.3679199219,0.3571777344,0.3461914062,0.3359375000,0.3256835938,0.3161621094,0.3061523438,0.2966308594
SD1.1,8,SD1.3,25,0.9204101562,0.7626953125,0.6899414062,0.6406250000,0.6040039062,0.5737304688,0.5478515625,0.5244140625,0.5034179688,0.4851074219,0.4680175781,0.4516601562,0.4362792969,0.4226074219,0.4091796875,0.3964843750,0.3845214844,0.3730468750,0.3620605469,0.3510742188,0.3405761719,0.3300781250,0.3203125000,0.3100585938,0.3002929688
SD1.1,8,SD1.3,26,0.9262695312,0.7641601562,0.6884765625,0.6367187500,0.5991210938,0.5678710938,0.5415039062,0.5185546875,0.4980468750,0.4802246094,0.4636230469,0.4482421875,0.4335937500,0.4201660156,0.4072265625,0.3947753906,0.3828125000,0.3715820312,0.3605957031,0.3496093750,0.3391113281,0.3288574219,0.3193359375,0.3095703125,0.3000488281
SD1.1,8,SD1.3,27,0.9028320312,0.7412109375,0.6665039062,0.6152343750,0.5776367188,0.5473632812,0.5214843750,0.4987792969,0.4787597656,0.4611816406,0.4448242188,0.4296875000,0.4155273438,0.4028320312,0.3906250000,0.3791503906,0.3679199219,0.3574218750,0.3474121094,0.3374023438,0.3276367188,0.3178710938,0.3090820312,0.3000488281,0.2912597656
SD1.1,8,SD1.3,28,0.9199218750,0.7617187500,0.6884765625,0.6386718750,0.6020507812,0.5712890625,0.5449218750,0.5214843750,0.5004882812,0.4819335938,0.4645996094,0.4482421875,0.4326171875,0.4184570312,0.4042968750,0.3911132812,0.3786621094,0.3666992188,0.3552246094,0.3439941406,0.3334960938,0.3232421875,0.3139648438,0.3044433594,0.2954101562
SD1.1,8,SD1.3,29,0.9277343750,0.7675781250,0.6928710938,0.6420898438,0.6044921875,0.5732421875,0.5463867188,0.5229492188,0.5014648438,0.4831542969,0.4658203125,0.4494628906,0.4338378906,0.4196777344,0.4057617188,0.3928222656,0.3803710938,0.3686523438,0.3576660156,0.3466796875,0.3359375000,0.3259277344,0.3168945312,0.3073730469,0.2985839844
SD1.1,9,SD1.3,0,0.8813476562,0.6547851562,0.5673828125,0.5122070312,0.4736328125,0.4426269531,0.4165039062,0.3935546875,0.3737792969,0.3564453125,0.3405761719,0.3256835938,0.3120117188,0.2995605469,0.2880859375,0.2775878906,0.2675781250,0.2580566406,0.2492675781,0.2406005859,0.2325439453,0.2247314453,0.2178955078,0.2108154297,0.2039794922
SD1.1,9,SD1.3,1,0.8867187500,0.6538085938,0.5620117188,0.5058593750,0.4675292969,0.4372558594,0.4121093750,0.3906250000,0.3713378906,0.3547363281,0.3398437500,0.3256835938,0.3125000000,0.3007812500,0.2895507812,0.2790527344,0.2690429688,0.2597656250,0.2509765625,0.2423095703,0.2342529297,0.2265625000,0.2197265625,0.2126464844,0.2059326172
SD1.1,9,SD1.3,2,0.8925781250,0.6582031250,0.5654296875,0.5083007812,0.4689941406,0.4379882812,0.4123535156,0.3906250000,0.3715820312,0.3552246094,0.3403320312,0.3266601562,0.3139648438,0.3024902344,0.2915039062,0.2810058594,0.2714843750,0.2622070312,0.2534179688,0.2446289062,0.2363281250,0.2282714844,0.2210693359,0.2137451172,0.2069091797
SD1.1,9,SD1.3,3,0.8833007812,0.6586914062,0.5693359375,0.5136718750,0.4748535156,0.4436035156,0.4174804688,0.3947753906,0.3752441406,0.3586425781,0.3437500000,0.3303222656,0.3171386719,0.3056640625,0.2944335938,0.2839355469,0.2744140625,0.2653808594,0.2568359375,0.2484130859,0.2403564453,0.2326660156,0.2255859375,0.2181396484,0.2108154297
SD1.1,9,SD1.3,4,0.8881835938,0.6582031250,0.5659179688,0.5083007812,0.4680175781,0.4357910156,0.4091796875,0.3864746094,0.3669433594,0.3500976562,0.3347167969,0.3208007812,0.3078613281,0.2961425781,0.2851562500,0.2746582031,0.2648925781,0.2556152344,0.2470703125,0.2387695312,0.2308349609,0.2232666016,0.2163085938,0.2091064453,0.2022705078
SD1.1,9,SD1.3,5,0.8837890625,0.6582031250,0.5664062500,0.5083007812,0.4675292969,0.4348144531,0.4077148438,0.3842773438,0.3642578125,0.3471679688,0.3315429688,0.3173828125,0.3039550781,0.2922363281,0.2807617188,0.2702636719,0.2602539062,0.2509765625,0.2423095703,0.2338867188,0.2258300781,0.2182617188,0.2113037109,0.2050781250,0.1987304688
SD1.1,9,SD1.3,6,0.8764648438,0.6513671875,0.5625000000,0.5068359375,0.4685058594,0.4377441406,0.4123535156,0.3903808594,0.3715820312,0.3554687500,0.3408203125,0.3273925781,0.3146972656,0.3034667969,0.2924804688,0.2822265625,0.2724609375,0.2634277344,0.2546386719,0.2460937500,0.2381591797,0.2305908203,0.2238769531,0.2164306641,0.2092285156
SD1.1,9,SD1.3,7,0.8779296875,0.6508789062,0.5610351562,0.5043945312,0.4650878906,0.4340820312,0.4084472656,0.3864746094,0.3671875000,0.3508300781,0.3359375000,0.3222656250,0.3093261719,0.2976074219,0.2866210938,0.2766113281,0.2675781250,0.2587890625,0.2504882812,0.2420654297,0.2337646484,0.2258300781,0.2186279297,0.2111816406,0.2043457031
SD1.1,9,SD1.3,8,0.8803710938,0.6528320312,0.5634765625,0.5078125000,0.4685058594,0.4375000000,0.4116210938,0.3891601562,0.3693847656,0.3522949219,0.3366699219,0.3222656250,0.3088378906,0.2968750000,0.2854003906,0.2749023438,0.2651367188,0.2558593750,0.2473144531,0.2387695312,0.2305908203,0.2226562500,0.2155761719,0.2083740234,0.2017822266
SD1.1,9,SD1.3,9,0.8754882812,0.6479492188,0.5566406250,0.4987792969,0.4589843750,0.4279785156,0.4020996094,0.3801269531,0.3610839844,0.3444824219,0.3295898438,0.3161621094,0.3034667969,0.2922363281,0.2814941406,0.2717285156,0.2624511719,0.2539062500,0.2457275391,0.2375488281,0.2297363281,0.2222900391,0.2156982422,0.2087402344,0.2020263672
SD1.1,9,SD1.3,10,0.8959960938,0.6689453125,0.5771484375,0.5185546875,0.4782714844,0.4458007812,0.4189453125,0.3959960938,0.3759765625,0.3588867188,0.3432617188,0.3288574219,0.3156738281,0.3039550781,0.2927246094,0.2822265625,0.2724609375,0.2634277344,0.2546386719,0.2459716797,0.2375488281,0.2294921875,0.2220458984,0.2144775391,0.2071533203
SD1.1,9,SD1.3,11,0.8618164062,0.6406250000,0.5512695312,0.4948730469,0.4558105469,0.4250488281,0.3999023438,0.3786621094,0.3603515625,0.3447265625,0.3305664062,0.3176269531,0.3056640625,0.2949218750,0.2846679688,0.2751464844,0.2661132812,0.2578125000,0.2500000000,0.2423095703,0.2352294922,0.2283935547,0.2222900391,0.2155761719,0.2091064453
SD1.1,9,SD1.3,12,0.8798828125,0.6572265625,0.5693359375,0.5131835938,0.4738769531,0.4423828125,0.4157714844,0.3928222656,0.3728027344,0.3554687500,0.3395996094,0.3249511719,0.3115234375,0.2993164062,0.2875976562,0.2766113281,0.2666015625,0.2568359375,0.2480468750,0.2395019531,0.2314453125,0.2237548828,0.2166748047,0.2095947266,0.2028808594
SD1.1,9,SD1.3,13,0.8701171875,0.6455078125,0.5566406250,0.5014648438,0.4628906250,0.4321289062,0.4064941406,0.3840332031,0.3647460938,0.3481445312,0.3330078125,0.3193359375,0.3068847656,0.2958984375,0.2856445312,0.2758789062,0.2668457031,0.2583007812,0.2502441406,0.2421875000,0.2346191406,0.2275390625,0.2209472656,0.2139892578,0.2071533203
SD1.1,9,SD1.3,14,0.8774414062,0.6499023438,0.5605468750,0.5048828125,0.4658203125,0.4343261719,0.4079589844,0.3852539062,0.3654785156,0.3491210938,0.3342285156,0.3205566406,0.3076171875,0.2961425781,0.2849121094,0.2744140625,0.2644042969,0.2553710938,0.2468261719,0.2382812500,0.2301025391,0.2221679688,0.2149658203,0.2076416016,0.2005615234
SD1.1,9,SD1.3,15,0.8603515625,0.6386718750,0.5507812500,0.4958496094,0.4572753906,0.4262695312,0.4003906250,0.3781738281,0.3586425781,0.3420410156,0.3269042969,0.3129882812,0.3000488281,0.2890625000,0.2783203125,0.2683105469,0.2587890625,0.2498779297,0.2415771484,0.2331542969,0.2253417969,0.2177734375,0.2110595703,0.2044677734,0.1984863281
SD1.1,9,SD1.3,16,0.8764648438,0.6416015625,0.5502929688,0.4936523438,0.4545898438,0.4235839844,0.3979492188,0.3762207031,0.3569335938,0.3403320312,0.3251953125,0.3112792969,0.2980957031,0.2863769531,0.2753906250,0.2651367188,0.2558593750,0.2473144531,0.2392578125,0.2313232422,0.2239990234,0.2170410156,0.2110595703,0.2049560547,0.1988525391
SD1.1,9,SD1.3,17,0.8789062500,0.6523437500,0.5615234375,0.5053710938,0.4660644531,0.4348144531,0.4089355469,0.3867187500,0.3679199219,0.3515625000,0.3364257812,0.3225097656,0.3095703125,0.2976074219,0.2863769531,0.2758789062,0.2658691406,0.2568359375,0.2481689453,0.2397460938,0.2316894531,0.2239990234,0.2167968750,0.2092285156,0.2019042969
SD1.1,9,SD1.3,18,0.8735351562,0.6499023438,0.5610351562,0.5048828125,0.4660644531,0.4348144531,0.4091796875,0.3869628906,0.3676757812,0.3508300781,0.3356933594,0.3215332031,0.3083496094,0.2966308594,0.2851562500,0.2746582031,0.2648925781,0.2556152344,0.2473144531,0.2392578125,0.2314453125,0.2237548828,0.2167968750,0.2095947266,0.2027587891
SD1.1,9,SD1.3,19,0.8886718750,0.6538085938,0.5625000000,0.5068359375,0.4687500000,0.4382324219,0.4123535156,0.3901367188,0.3703613281,0.3530273438,0.3374023438,0.3225097656,0.3090820312,0.2968750000,0.2854003906,0.2749023438,0.2651367188,0.2556152344,0.2470703125,0.2385253906,0.2303466797,0.2227783203,0.2163085938,0.2097167969,0.2031250000
SD1.1,9,SD1.3,20,0.8715820312,0.6484375000,0.5600585938,0.5043945312,0.4663085938,0.4362792969,0.4111328125,0.3889160156,0.3693847656,0.3525390625,0.3374023438,0.3232421875,0.3100585938,0.2983398438,0.2871093750,0.2766113281,0.2668457031,0.2575683594,0.2490234375,0.2407226562,0.2330322266,0.2257080078,0.2189941406,0.2122802734,0.2058105469
SD1.1,9,SD1.3,21,0.8671875000,0.6406250000,0.5512695312,0.4960937500,0.4575195312,0.4270019531,0.4018554688,0.3801269531,0.3615722656,0.3457031250,0.3315429688,0.3183593750,0.3059082031,0.2944335938,0.2834472656,0.2731933594,0.2636718750,0.2543945312,0.2458496094,0.2375488281,0.2297363281,0.2222900391,0.2155761719,0.2086181641,0.2021484375
SD1.1,9,SD1.3,22,0.8725585938,0.6542968750,0.5664062500,0.5107421875,0.4719238281,0.4404296875,0.4140625000,0.3911132812,0.3710937500,0.3540039062,0.3386230469,0.3239746094,0.3105468750,0.2985839844,0.2871093750,0.2766113281,0.2668457031,0.2575683594,0.2491455078,0.2408447266,0.2329101562,0.2252197266,0.2182617188,0.2110595703,0.2041015625
SD1.1,9,SD1.3,23,0.8916015625,0.6621093750,0.5698242188,0.5112304688,0.4699707031,0.4375000000,0.4106445312,0.3876953125,0.3676757812,0.3505859375,0.3352050781,0.3212890625,0.3085937500,0.2971191406,0.2858886719,0.2753906250,0.2653808594,0.2561035156,0.2474365234,0.2388916016,0.2308349609,0.2231445312,0.2161865234,0.2092285156,0.2026367188
SD1.1,9,SD1.3,24,0.8720703125,0.6508789062,0.5639648438,0.5092773438,0.4709472656,0.4411621094,0.4160156250,0.3942871094,0.3745117188,0.3574218750,0.3417968750,0.3271484375,0.3134765625,0.3012695312,0.2895507812,0.2788085938,0.2687988281,0.2597656250,0.2514648438,0.2435302734,0.2358398438,0.2281494141,0.2213134766,0.2141113281,0.2072753906
SD1.1,9,SD1.3,25,0.8789062500,0.6596679688,0.5727539062,0.5185546875,0.4804687500,0.4497070312,0.4243164062,0.4020996094,0.3823242188,0.3649902344,0.3491210938,0.3344726562,0.3205566406,0.3081054688,0.2958984375,0.2849121094,0.2744140625,0.2646484375,0.2553710938,0.2464599609,0.2380371094,0.2301025391,0.2229003906,0.2158203125,0.2089843750
SD1.1,9,SD1.3,26,0.8750000000,0.6542968750,0.5664062500,0.5107421875,0.4714355469,0.4399414062,0.4135742188,0.3903808594,0.3701171875,0.3522949219,0.3361816406,0.3212890625,0.3078613281,0.2956542969,0.2841796875,0.2736816406,0.2639160156,0.2548828125,0.2462158203,0.2379150391,0.2299804688,0.2222900391,0.2153320312,0.2081298828,0.2014160156
SD1.1,9,SD1.3,27,0.8662109375,0.6445312500,0.5556640625,0.5004882812,0.4621582031,0.4313964844,0.4055175781,0.3833007812,0.3640136719,0.3474121094,0.3322753906,0.3183593750,0.3054199219,0.2939453125,0.2829589844,0.2729492188,0.2634277344,0.2546386719,0.2463378906,0.2381591797,0.2302246094,0.2225341797,0.2155761719,0.2083740234,0.2017822266
SD1.1,9,SD1.3,28,0.8808593750,0.6538085938,0.5629882812,0.5058593750,0.4660644531,0.4345703125,0.4082031250,0.3852539062,0.3652343750,0.3479003906,0.3320312500,0.3176269531,0.3041992188,0.2919921875,0.2802734375,0.2695312500,0.2592773438,0.2498779297,0.2409667969,0.2324218750,0.2243652344,0.2166748047,0.2102050781,0.2037353516,0.1975097656
SD1.1,9,SD1.3,29,0.8828125000,0.6518554688,0.5590820312,0.5019531250,0.4621582031,0.4304199219,0.4042968750,0.3818359375,0.3623046875,0.3454589844,0.3303222656,0.3164062500,0.3032226562,0.2917480469,0.2810058594,0.2707519531,0.2614746094,0.2526855469,0.2446289062,0.2369384766,0.2301025391,0.2232666016,0.2166748047,0.2099609375,0.2034912109
SD1.2,0,SD1.3,0,0.9409179688,0.7753906250,0.6943359375,0.6386718750,0.5976562500,0.5634765625,0.5341796875,0.5087890625,0.4858398438,0.4655761719,0.4470214844,0.4294433594,0.4128417969,0.3979492188,0.3833007812,0.3698730469,0.3569335938,0.3447265625,0.3332519531,0.3217773438,0.3112792969,0.3010253906,0.2917480469,0.2822265625,0.2734375000
SD1.2,0,SD1.3,1,0.9443359375,0.7744140625,0.6928710938,0.6372070312,0.5961914062,0.5620117188,0.5327148438,0.5073242188,0.4843750000,0.4645996094,0.4462890625,0.4291992188,0.4133300781,0.3989257812,0.3850097656,0.3718261719,0.3591308594,0.3471679688,0.3356933594,0.3244628906,0.3134765625,0.3029785156,0.2932128906,0.2834472656,0.2739257812
SD1.2,0,SD1.3,2,0.9545898438,0.7783203125,0.6938476562,0.6367187500,0.5952148438,0.5610351562,0.5327148438,0.5073242188,0.4853515625,0.4660644531,0.4482421875,0.4316406250,0.4157714844,0.4016113281,0.3874511719,0.3742675781,0.3618164062,0.3500976562,0.3388671875,0.3278808594,0.3171386719,0.3068847656,0.2976074219,0.2880859375,0.2788085938
SD1.2,0,SD1.3,3,0.9345703125,0.7641601562,0.6835937500,0.6289062500,0.5893554688,0.5566406250,0.5288085938,0.5043945312,0.4826660156,0.4636230469,0.4458007812,0.4294433594,0.4135742188,0.3994140625,0.3854980469,0.3725585938,0.3598632812,0.3479003906,0.3366699219,0.3251953125,0.3144531250,0.3037109375,0.2941894531,0.2841796875,0.2749023438
SD1.2,0,SD1.3,4,0.9458007812,0.7753906250,0.6962890625,0.6435546875,0.6049804688,0.5722656250,0.5444335938,0.5200195312,0.4978027344,0.4780273438,0.4594726562,0.4421386719,0.4252929688,0.4101562500,0.3952636719,0.3811035156,0.3676757812,0.3547363281,0.3425292969,0.3305664062,0.3188476562,0.3076171875,0.2971191406,0.2866210938,0.2768554688
SD1.2,0,SD1.3,5,0.9389648438,0.7700195312,0.6884765625,0.6342773438,0.5947265625,0.5620117188,0.5336914062,0.5083007812,0.4858398438,0.4658203125,0.4475097656,0.4304199219,0.4140625000,0.3994140625,0.3852539062,0.3715820312,0.3586425781,0.3461914062,0.3344726562,0.3225097656,0.3112792969,0.3002929688,0.2902832031,0.2800292969,0.2702636719
SD1.2,0,SD1.3,6,0.9409179688,0.7719726562,0.6909179688,0.6357421875,0.5952148438,0.5615234375,0.5327148438,0.5073242188,0.4846191406,0.4643554688,0.4458007812,0.4284667969,0.4121093750,0.3972167969,0.3830566406,0.3696289062,0.3569335938,0.3447265625,0.3334960938,0.3222656250,0.3115234375,0.3010253906,0.2915039062,0.2817382812,0.2724609375
SD1.2,0,SD1.3,7,0.9311523438,0.7587890625,0.6757812500,0.6196289062,0.5791015625,0.5458984375,0.5180664062,0.4931640625,0.4711914062,0.4519042969,0.4340820312,0.4174804688,0.4018554688,0.3876953125,0.3740234375,0.3613281250,0.3491210938,0.3376464844,0.3269042969,0.3161621094,0.3059082031,0.2958984375,0.2866210938,0.2770996094,0.2680664062
SD1.2,0,SD1.3,8,0.9467773438,0.7744140625,0.6923828125,0.6367187500,0.5957031250,0.5625000000,0.5341796875,0.5087890625,0.4863281250,0.4663085938,0.4479980469,0.4306640625,0.4143066406,0.3994140625,0.3850097656,0.3713378906,0.3583984375,0.3464355469,0.3349609375,0.3237304688,0.3129882812,0.3024902344,0.2932128906,0.2839355469,0.2749023438
SD1.2,0,SD1.3,9,0.9394531250,0.7749023438,0.6943359375,0.6396484375,0.5996093750,0.5664062500,0.5380859375,0.5131835938,0.4904785156,0.4707031250,0.4521484375,0.4348144531,0.4182128906,0.4033203125,0.3886718750,0.3747558594,0.3618164062,0.3491210938,0.3374023438,0.3256835938,0.3144531250,0.3037109375,0.2939453125,0.2839355469,0.2741699219
SD1.2,0,SD1.3,10,0.9462890625,0.7695312500,0.6855468750,0.6289062500,0.5874023438,0.5537109375,0.5249023438,0.4995117188,0.4772949219,0.4580078125,0.4401855469,0.4235839844,0.4079589844,0.3940429688,0.3803710938,0.3674316406,0.3554687500,0.3437500000,0.3330078125,0.3222656250,0.3122558594,0.3022460938,0.2932128906,0.2839355469,0.2749023438
SD1.2,0,SD1.3,11,0.9228515625,0.7636718750,0.6860351562,0.6323242188,0.5927734375,0.5595703125,0.5312500000,0.5063476562,0.4838867188,0.4641113281,0.4458007812,0.4284667969,0.4118652344,0.3972167969,0.3825683594,0.3691406250,0.3562011719,0.3439941406,0.3325195312,0.3210449219,0.3100585938,0.2995605469,0.2897949219,0.2800292969,0.2705078125
SD1.2,0,SD1.3,12,0.9384765625,0.7695312500,0.6879882812,0.6328125000,0.5927734375,0.5595703125,0.5312500000,0.5063476562,0.4843750000,0.4650878906,0.4470214844,0.4301757812,0.4140625000,0.3996582031,0.3854980469,0.3720703125,0.3591308594,0.3469238281,0.3354492188,0.3239746094,0.3129882812,0.3022460938,0.2927246094,0.2829589844,0.2734375000
SD1.2,0,SD1.3,13,0.9345703125,0.7700195312,0.6904296875,0.6357421875,0.5961914062,0.5629882812,0.5346679688,0.5092773438,0.4868164062,0.4667968750,0.4482421875,0.4309082031,0.4143066406,0.3996582031,0.3852539062,0.3715820312,0.3588867188,0.3466796875,0.3354492188,0.3242187500,0.3134765625,0.3029785156,0.2934570312,0.2839355469,0.2746582031
SD1.2,0,SD1.3,14,0.9326171875,0.7656250000,0.6850585938,0.6308593750,0.5908203125,0.5581054688,0.5302734375,0.5058593750,0.4843750000,0.4655761719,0.4479980469,0.4313964844,0.4157714844,0.4016113281,0.3876953125,0.3745117188,0.3620605469,0.3503417969,0.3393554688,0.3283691406,0.3178710938,0.3076171875,0.2980957031,0.2885742188,0.2792968750
SD1.2,0,SD1.3,15,0.9125976562,0.7446289062,0.6650390625,0.6113281250,0.5722656250,0.5405273438,0.5131835938,0.4895019531,0.4682617188,0.4497070312,0.4323730469,0.4162597656,0.4011230469,0.3872070312,0.3735351562,0.3608398438,0.3486328125,0.3369140625,0.3259277344,0.3151855469,0.3046875000,0.2946777344,0.2854003906,0.2758789062,0.2668457031
SD1.2,0,SD1.3,16,0.9453125000,0.7768554688,0.6948242188,0.6386718750,0.5976562500,0.5639648438,0.5346679688,0.5092773438,0.4865722656,0.4665527344,0.4479980469,0.4304199219,0.4135742188,0.3986816406,0.3840332031,0.3701171875,0.3571777344,0.3447265625,0.3330078125,0.3215332031,0.3105468750,0.3000488281,0.2905273438,0.2807617188,0.2714843750
SD1.2,0,SD1.3,17,0.9389648438,0.7724609375,0.6928710938,0.6386718750,0.5986328125,0.5649414062,0.5361328125,0.5102539062,0.4873046875,0.4667968750,0.4479980469,0.4304199219,0.4135742188,0.3984375000,0.3837890625,0.3698730469,0.3569335938,0.3444824219,0.3327636719,0.3212890625,0.3103027344,0.2995605469,0.2897949219,0.2800292969,0.2705078125
SD1.2,0,SD1.3,18,0.9243164062,0.7563476562,0.6752929688,0.6210937500,0.5815429688,0.5488281250,0.5209960938,0.4968261719,0.4748535156,0.4558105469,0.4382324219,0.4216308594,0.4057617188,0.3913574219,0.3774414062,0.3642578125,0.3515625000,0.3395996094,0.3281250000,0.3168945312,0.3061523438,0.2958984375,0.2863769531,0.2768554688,0.2675781250
SD1.2,0,SD1.3,19,0.9423828125,0.7700195312,0.6884765625,0.6337890625,0.5932617188,0.5605468750,0.5322265625,0.5073242188,0.4848632812,0.4653320312,0.4472656250,0.4301757812,0.4143066406,0.3996582031,0.3857421875,0.3723144531,0.3598632812,0.3479003906,0.3366699219,0.3256835938,0.3151855469,0.3049316406,0.2956542969,0.2861328125,0.2770996094
SD1.2,0,SD1.3,20,0.9277343750,0.7612304688,0.6821289062,0.6279296875,0.5878906250,0.5541992188,0.5258789062,0.5004882812,0.4782714844,0.4589843750,0.4409179688,0.4243164062,0.4086914062,0.3945312500,0.3806152344,0.3676757812,0.3552246094,0.3435058594,0.3322753906,0.3212890625,0.3107910156,0.3005371094,0.2912597656,0.2817382812,0.2727050781
SD1.2,0,SD1.3,21,0.9252929688,0.7563476562,0.6767578125,0.6230468750,0.5839843750,0.5517578125,0.5239257812,0.4995117188,0.4775390625,0.4582519531,0.4401855469,0.4235839844,0.4074707031,0.3933105469,0.3791503906,0.3659667969,0.3535156250,0.3417968750,0.3305664062,0.3193359375,0.3088378906,0.2985839844,0.2893066406,0.2795410156,0.2705078125
