source,img_idx,model,noise_idx,mse_t1,mse_t11,mse_t21,mse_t31,mse_t41,mse_t51,mse_t61,mse_t71,mse_t81,mse_t91,mse_t101,mse_t111,mse_t121,mse_t131,mse_t141,mse_t151,mse_t161,mse_t171,mse_t181,mse_t191,mse_t201,mse_t211,mse_t221,mse_t231,mse_t241
SD1.2,1,SD1.2,3,0.9599609375,0.8183593750,0.7421875000,0.6889648438,0.6494140625,0.6162109375,0.5874023438,0.5615234375,0.5380859375,0.5175781250,0.4985351562,0.4807128906,0.4636230469,0.4482421875,0.4331054688,0.4189453125,0.4052734375,0.3918457031,0.3793945312,0.3669433594,0.3547363281,0.3427734375,0.3317871094,0.3205566406,0.3095703125
SD1.2,1,SD1.2,4,0.9721679688,0.8295898438,0.7514648438,0.6972656250,0.6567382812,0.6235351562,0.5942382812,0.5688476562,0.5458984375,0.5253906250,0.5068359375,0.4897460938,0.4731445312,0.4584960938,0.4438476562,0.4301757812,0.4172363281,0.4045410156,0.3925781250,0.3806152344,0.3691406250,0.3576660156,0.3471679688,0.3361816406,0.3256835938
SD1.2,1,SD1.2,5,0.9697265625,0.8281250000,0.7485351562,0.6918945312,0.6499023438,0.6152343750,0.5854492188,0.5590820312,0.5356445312,0.5156250000,0.4968261719,0.4792480469,0.4624023438,0.4472656250,0.4321289062,0.4179687500,0.4042968750,0.3911132812,0.3789062500,0.3666992188,0.3549804688,0.3435058594,0.3330078125,0.3220214844,0.3117675781
SD1.2,1,SD1.2,6,0.9614257812,0.8183593750,0.7416992188,0.6879882812,0.6479492188,0.6142578125,0.5849609375,0.5595703125,0.5366210938,0.5166015625,0.4980468750,0.4807128906,0.4641113281,0.4492187500,0.4343261719,0.4201660156,0.4062500000,0.3928222656,0.3801269531,0.3674316406,0.3552246094,0.3432617188,0.3322753906,0.3210449219,0.3103027344
SD1.2,1,SD1.2,7,0.9482421875,0.8115234375,0.7377929688,0.6860351562,0.6474609375,0.6152343750,0.5874023438,0.5625000000,0.5395507812,0.5200195312,0.5014648438,0.4838867188,0.4672851562,0.4523925781,0.4375000000,0.4233398438,0.4099121094,0.3969726562,0.3845214844,0.3720703125,0.3601074219,0.3483886719,0.3376464844,0.3264160156,0.3156738281
SD1.2,1,SD1.2,8,0.9682617188,0.8261718750,0.7480468750,0.6928710938,0.6513671875,0.6162109375,0.5859375000,0.5590820312,0.5351562500,0.5146484375,0.4953613281,0.4775390625,0.4606933594,0.4455566406,0.4306640625,0.4169921875,0.4038085938,0.3913574219,0.3796386719,0.3676757812,0.3562011719,0.3449707031,0.3347167969,0.3242187500,0.3142089844
SD1.2,1,SD1.2,9,0.9555664062,0.8139648438,0.7373046875,0.6845703125,0.6450195312,0.6127929688,0.5844726562,0.5595703125,0.5371093750,0.5170898438,0.4985351562,0.4807128906,0.4638671875,0.4487304688,0.4338378906,0.4199218750,0.4067382812,0.3937988281,0.3815917969,0.3691406250,0.3574218750,0.3459472656,0.3354492188,0.3247070312,0.3144531250
SD1.2,1,SD1.2,10,0.9755859375,0.8364257812,0.7587890625,0.7031250000,0.6611328125,0.6250000000,0.5942382812,0.5668945312,0.5429687500,0.5219726562,0.5029296875,0.4848632812,0.4680175781,0.4528808594,0.4379882812,0.4238281250,0.4104003906,0.3977050781,0.3857421875,0.3737792969,0.3623046875,0.3508300781,0.3405761719,0.3300781250,0.3198242188
SD1.2,1,SD1.2,11,0.9375000000,0.8002929688,0.7275390625,0.6772460938,0.6401367188,0.6088867188,0.5810546875,0.5566406250,0.5341796875,0.5146484375,0.4963378906,0.4790039062,0.4624023438,0.4475097656,0.4326171875,0.4187011719,0.4052734375,0.3923339844,0.3803710938,0.3681640625,0.3564453125,0.3449707031,0.3344726562,0.3237304688,0.3134765625
SD1.2,1,SD1.2,12,0.9550781250,0.8139648438,0.7368164062,0.6831054688,0.6430664062,0.6098632812,0.5815429688,0.5571289062,0.5351562500,0.5156250000,0.4978027344,0.4809570312,0.4650878906,0.4506835938,0.4362792969,0.4228515625,0.4096679688,0.3972167969,0.3854980469,0.3735351562,0.3620605469,0.3508300781,0.3405761719,0.3300781250,0.3195800781
SD1.2,1,SD1.2,13,0.9516601562,0.8120117188,0.7353515625,0.6811523438,0.6416015625,0.6088867188,0.5810546875,0.5566406250,0.5346679688,0.5151367188,0.4970703125,0.4802246094,0.4641113281,0.4494628906,0.4350585938,0.4211425781,0.4079589844,0.3952636719,0.3830566406,0.3710937500,0.3598632812,0.3493652344,0.3391113281,0.3291015625,0.3183593750
SD1.2,1,SD1.2,14,0.9594726562,0.8193359375,0.7426757812,0.6884765625,0.6484375000,0.6142578125,0.5849609375,0.5585937500,0.5351562500,0.5141601562,0.4948730469,0.4770507812,0.4602050781,0.4450683594,0.4304199219,0.4165039062,0.4035644531,0.3908691406,0.3789062500,0.3669433594,0.3552246094,0.3439941406,0.3334960938,0.3225097656,0.3120117188
SD1.2,1,SD1.2,15,0.9384765625,0.8037109375,0.7304687500,0.6787109375,0.6401367188,0.6079101562,0.5795898438,0.5551757812,0.5327148438,0.5131835938,0.4948730469,0.4775390625,0.4611816406,0.4460449219,0.4313964844,0.4177246094,0.4042968750,0.3916015625,0.3793945312,0.3671875000,0.3554687500,0.3439941406,0.3334960938,0.3227539062,0.3122558594
SD1.2,1,SD1.2,16,0.9653320312,0.8183593750,0.7397460938,0.6845703125,0.6435546875,0.6098632812,0.5805664062,0.5546875000,0.5322265625,0.5122070312,0.4938964844,0.4770507812,0.4609375000,0.4462890625,0.4318847656,0.4182128906,0.4050292969,0.3925781250,0.3803710938,0.3681640625,0.3564453125,0.3449707031,0.3344726562,0.3237304688,0.3132324219
SD1.2,1,SD1.2,17,0.9580078125,0.8144531250,0.7373046875,0.6840820312,0.6440429688,0.6103515625,0.5820312500,0.5566406250,0.5336914062,0.5136718750,0.4953613281,0.4782714844,0.4619140625,0.4472656250,0.4328613281,0.4191894531,0.4057617188,0.3930664062,0.3808593750,0.3684082031,0.3564453125,0.3447265625,0.3339843750,0.3227539062,0.3120117188
SD1.2,1,SD1.2,18,0.9467773438,0.8144531250,0.7431640625,0.6923828125,0.6542968750,0.6220703125,0.5937500000,0.5688476562,0.5468750000,0.5268554688,0.5083007812,0.4909667969,0.4743652344,0.4594726562,0.4445800781,0.4306640625,0.4172363281,0.4042968750,0.3923339844,0.3801269531,0.3684082031,0.3571777344,0.3466796875,0.3356933594,0.3251953125
SD1.2,1,SD1.2,19,0.9677734375,0.8251953125,0.7485351562,0.6938476562,0.6528320312,0.6186523438,0.5888671875,0.5620117188,0.5385742188,0.5175781250,0.4982910156,0.4802246094,0.4633789062,0.4479980469,0.4331054688,0.4189453125,0.4055175781,0.3923339844,0.3801269531,0.3679199219,0.3562011719,0.3447265625,0.3342285156,0.3234863281,0.3132324219
SD1.2,1,SD1.2,20,0.9472656250,0.8071289062,0.7333984375,0.6826171875,0.6450195312,0.6132812500,0.5849609375,0.5595703125,0.5366210938,0.5161132812,0.4973144531,0.4797363281,0.4633789062,0.4489746094,0.4348144531,0.4218750000,0.4091796875,0.3984375000,0.3884277344,0.3762207031,0.3642578125,0.3525390625,0.3417968750,0.3305664062,0.3198242188
SD1.2,1,SD1.2,21,0.9433593750,0.8051757812,0.7324218750,0.6811523438,0.6420898438,0.6088867188,0.5795898438,0.5537109375,0.5302734375,0.5097656250,0.4907226562,0.4726562500,0.4558105469,0.4406738281,0.4260253906,0.4125976562,0.3996582031,0.3874511719,0.3762207031,0.3645019531,0.3535156250,0.3427734375,0.3327636719,0.3225097656,0.3125000000
SD1.2,1,SD1.2,22,0.9409179688,0.8032226562,0.7299804688,0.6782226562,0.6391601562,0.6064453125,0.5781250000,0.5522460938,0.5292968750,0.5092773438,0.4899902344,0.4721679688,0.4548339844,0.4392089844,0.4240722656,0.4096679688,0.3962402344,0.3833007812,0.3710937500,0.3591308594,0.3474121094,0.3361816406,0.3259277344,0.3151855469,0.3049316406
SD1.2,1,SD1.2,23,0.9707031250,0.8271484375,0.7500000000,0.6953125000,0.6542968750,0.6196289062,0.5898437500,0.5629882812,0.5395507812,0.5190429688,0.4997558594,0.4819335938,0.4648437500,0.4494628906,0.4343261719,0.4199218750,0.4064941406,0.3933105469,0.3808593750,0.3684082031,0.3564453125,0.3444824219,0.3337402344,0.3225097656,0.3117675781
SD1.2,1,SD1.2,24,0.9687500000,0.8247070312,0.7460937500,0.6923828125,0.6528320312,0.6201171875,0.5917968750,0.5668945312,0.5439453125,0.5234375000,0.5043945312,0.4863281250,0.4692382812,0.4538574219,0.4387207031,0.4245605469,0.4108886719,0.3977050781,0.3854980469,0.3730468750,0.3610839844,0.3496093750,0.3388671875,0.3278808594,0.3171386719
SD1.2,1,SD1.2,25,0.9506835938,0.8090820312,0.7343750000,0.6821289062,0.6435546875,0.6108398438,0.5825195312,0.5576171875,0.5346679688,0.5146484375,0.4958496094,0.4782714844,0.4616699219,0.4465332031,0.4316406250,0.4177246094,0.4042968750,0.3916015625,0.3796386719,0.3674316406,0.3557128906,0.3444824219,0.3339843750,0.3229980469,0.3127441406
SD1.2,1,SD1.2,26,0.9560546875,0.8159179688,0.7387695312,0.6850585938,0.6450195312,0.6118164062,0.5834960938,0.5590820312,0.5366210938,0.5170898438,0.4987792969,0.4814453125,0.4650878906,0.4499511719,0.4350585938,0.4211425781,0.4077148438,0.3947753906,0.3825683594,0.3701171875,0.3583984375,0.3469238281,0.3364257812,0.3256835938,0.3154296875
SD1.2,1,SD1.2,27,0.9458007812,0.8076171875,0.7324218750,0.6801757812,0.6416015625,0.6093750000,0.5820312500,0.5571289062,0.5351562500,0.5156250000,0.4970703125,0.4794921875,0.4626464844,0.4472656250,0.4323730469,0.4179687500,0.4045410156,0.3916015625,0.3793945312,0.3671875000,0.3557128906,0.3442382812,0.3339843750,0.3234863281,0.3134765625
SD1.2,1,SD1.2,28,0.9521484375,0.8105468750,0.7358398438,0.6831054688,0.6440429688,0.6113281250,0.5830078125,0.5581054688,0.5361328125,0.5166015625,0.4982910156,0.4809570312,0.4645996094,0.4499511719,0.4353027344,0.4216308594,0.4084472656,0.3957519531,0.3833007812,0.3708496094,0.3586425781,0.3466796875,0.3356933594,0.3244628906,0.3134765625
SD1.2,1,SD1.2,29,0.9677734375,0.8271484375,0.7495117188,0.6943359375,0.6528320312,0.6191406250,0.5898437500,0.5639648438,0.5405273438,0.5200195312,0.5004882812,0.4824218750,0.4653320312,0.4499511719,0.4348144531,0.4208984375,0.4074707031,0.3945312500,0.3825683594,0.3701171875,0.3583984375,0.3469238281,0.3361816406,0.3251953125,0.3149414062
SD1.2,2,SD1.2,0,0.8662109375,0.6274414062,0.5385742188,0.4838867188,0.4458007812,0.4155273438,0.3906250000,0.3696289062,0.3515625000,0.3359375000,0.3217773438,0.3083496094,0.2958984375,0.2849121094,0.2739257812,0.2641601562,0.2551269531,0.2464599609,0.2385253906,0.2304687500,0.2230224609,0.2158203125,0.2093505859,0.2027587891,0.1966552734
SD1.2,2,SD1.2,1,0.8686523438,0.6337890625,0.5429687500,0.4865722656,0.4475097656,0.4167480469,0.3916015625,0.3701171875,0.3508300781,0.3339843750,0.3188476562,0.3049316406,0.2922363281,0.2807617188,0.2700195312,0.2600097656,0.2507324219,0.2421875000,0.2341308594,0.2261962891,0.2188720703,0.2119140625,0.2056884766,0.1994628906,0.1936035156
SD1.2,2,SD1.2,2,0.8906250000,0.6518554688,0.5605468750,0.5034179688,0.4631347656,0.4306640625,0.4035644531,0.3803710938,0.3603515625,0.3435058594,0.3281250000,0.3142089844,0.3012695312,0.2897949219,0.2788085938,0.2687988281,0.2592773438,0.2502441406,0.2420654297,0.2340087891,0.2264404297,0.2192382812,0.2127685547,0.2061767578,0.1999511719
SD1.2,2,SD1.2,3,0.8676757812,0.6372070312,0.5478515625,0.4921875000,0.4536132812,0.4230957031,0.3972167969,0.3747558594,0.3552246094,0.3383789062,0.3229980469,0.3090820312,0.2961425781,0.2849121094,0.2741699219,0.2644042969,0.2551269531,0.2464599609,0.2385253906,0.2305908203,0.2231445312,0.2159423828,0.2094726562,0.2028808594,0.1967773438
SD1.2,2,SD1.2,4,0.8779296875,0.6372070312,0.5449218750,0.4875488281,0.4479980469,0.4169921875,0.3913574219,0.3696289062,0.3505859375,0.3349609375,0.3208007812,0.3071289062,0.2946777344,0.2834472656,0.2724609375,0.2622070312,0.2526855469,0.2437744141,0.2354736328,0.2274169922,0.2198486328,0.2125244141,0.2060546875,0.1994628906,0.1933593750
SD1.2,2,SD1.2,5,0.8632812500,0.6318359375,0.5429687500,0.4875488281,0.4487304688,0.4172363281,0.3906250000,0.3679199219,0.3479003906,0.3308105469,0.3154296875,0.3015136719,0.2890625000,0.2780761719,0.2675781250,0.2580566406,0.2491455078,0.2409667969,0.2332763672,0.2258300781,0.2186279297,0.2116699219,0.2053222656,0.1988525391,0.1927490234
SD1.2,2,SD1.2,6,0.8750000000,0.6474609375,0.5566406250,0.4997558594,0.4597167969,0.4274902344,0.4003906250,0.3771972656,0.3571777344,0.3403320312,0.3251953125,0.3110351562,0.2983398438,0.2871093750,0.2761230469,0.2661132812,0.2565917969,0.2476806641,0.2393798828,0.2313232422,0.2236328125,0.2163085938,0.2097167969,0.2030029297,0.1966552734
SD1.2,2,SD1.2,7,0.8637695312,0.6381835938,0.5502929688,0.4953613281,0.4570312500,0.4265136719,0.4008789062,0.3789062500,0.3596191406,0.3427734375,0.3278808594,0.3144531250,0.3015136719,0.2897949219,0.2785644531,0.2683105469,0.2585449219,0.2496337891,0.2412109375,0.2331542969,0.2255859375,0.2182617188,0.2117919922,0.2050781250,0.1987304688
SD1.2,2,SD1.2,8,0.8754882812,0.6411132812,0.5488281250,0.4907226562,0.4499511719,0.4179687500,0.3913574219,0.3686523438,0.3488769531,0.3320312500,0.3171386719,0.3037109375,0.2910156250,0.2797851562,0.2690429688,0.2592773438,0.2498779297,0.2412109375,0.2331542969,0.2253417969,0.2180175781,0.2109375000,0.2044677734,0.1979980469,0.1918945312
SD1.2,2,SD1.2,9,0.8618164062,0.6313476562,0.5429687500,0.4870605469,0.4472656250,0.4155273438,0.3891601562,0.3666992188,0.3479003906,0.3330078125,0.3193359375,0.3063964844,0.2941894531,0.2832031250,0.2724609375,0.2624511719,0.2534179688,0.2446289062,0.2364501953,0.2283935547,0.2208251953,0.2133789062,0.2067871094,0.2000732422,0.1938476562
SD1.2,2,SD1.2,10,0.8735351562,0.6352539062,0.5444335938,0.4887695312,0.4499511719,0.4191894531,0.3940429688,0.3723144531,0.3540039062,0.3381347656,0.3237304688,0.3105468750,0.2983398438,0.2875976562,0.2773437500,0.2678222656,0.2585449219,0.2496337891,0.2413330078,0.2332763672,0.2255859375,0.2181396484,0.2114257812,0.2045898438,0.1981201172
SD1.2,2,SD1.2,11,0.8593750000,0.6328125000,0.5439453125,0.4880371094,0.4484863281,0.4167480469,0.3908691406,0.3688964844,0.3500976562,0.3337402344,0.3193359375,0.3061523438,0.2937011719,0.2827148438,0.2719726562,0.2619628906,0.2526855469,0.2437744141,0.2354736328,0.2274169922,0.2199707031,0.2127685547,0.2064208984,0.2000732422,0.1942138672
SD1.2,2,SD1.2,12,0.8623046875,0.6333007812,0.5454101562,0.4897460938,0.4511718750,0.4204101562,0.3945312500,0.3720703125,0.3527832031,0.3359375000,0.3210449219,0.3071289062,0.2944335938,0.2832031250,0.2724609375,0.2626953125,0.2534179688,0.2449951172,0.2371826172,0.2294921875,0.2221679688,0.2153320312,0.2091064453,0.2027587891,0.1968994141
SD1.2,2,SD1.2,13,0.8618164062,0.6313476562,0.5439453125,0.4899902344,0.4531250000,0.4230957031,0.3981933594,0.3767089844,0.3579101562,0.3420410156,0.3278808594,0.3146972656,0.3020019531,0.2905273438,0.2795410156,0.2692871094,0.2597656250,0.2507324219,0.2423095703,0.2340087891,0.2261962891,0.2185058594,0.2115478516,0.2044677734,0.1976318359
SD1.2,2,SD1.2,14,0.8618164062,0.6298828125,0.5405273438,0.4841308594,0.4455566406,0.4150390625,0.3896484375,0.3674316406,0.3481445312,0.3315429688,0.3164062500,0.3024902344,0.2897949219,0.2785644531,0.2678222656,0.2580566406,0.2491455078,0.2408447266,0.2332763672,0.2259521484,0.2189941406,0.2121582031,0.2059326172,0.1997070312,0.1937255859
SD1.2,2,SD1.2,15,0.8442382812,0.6210937500,0.5341796875,0.4799804688,0.4421386719,0.4121093750,0.3867187500,0.3647460938,0.3457031250,0.3293457031,0.3146972656,0.3015136719,0.2893066406,0.2785644531,0.2683105469,0.2587890625,0.2502441406,0.2419433594,0.2341308594,0.2266845703,0.2196044922,0.2127685547,0.2065429688,0.2000732422,0.1940917969
SD1.2,2,SD1.2,16,0.8764648438,0.6416015625,0.5488281250,0.4907226562,0.4504394531,0.4187011719,0.3925781250,0.3703613281,0.3513183594,0.3349609375,0.3198242188,0.3056640625,0.2927246094,0.2812500000,0.2707519531,0.2604980469,0.2509765625,0.2419433594,0.2333984375,0.2250976562,0.2172851562,0.2098388672,0.2031250000,0.1962890625,0.1899414062
SD1.2,2,SD1.2,17,0.8637695312,0.6313476562,0.5429687500,0.4877929688,0.4497070312,0.4196777344,0.3940429688,0.3723144531,0.3532714844,0.3369140625,0.3225097656,0.3090820312,0.2971191406,0.2863769531,0.2761230469,0.2668457031,0.2578125000,0.2495117188,0.2415771484,0.2338867188,0.2264404297,0.2192382812,0.2127685547,0.2061767578,0.1999511719
SD1.2,2,SD1.2,18,0.8603515625,0.6337890625,0.5454101562,0.4897460938,0.4509277344,0.4201660156,0.3947753906,0.3732910156,0.3544921875,0.3383789062,0.3237304688,0.3103027344,0.2976074219,0.2863769531,0.2756347656,0.2656250000,0.2561035156,0.2473144531,0.2388916016,0.2308349609,0.2231445312,0.2158203125,0.2092285156,0.2026367188,0.1964111328
SD1.2,2,SD1.2,19,0.8867187500,0.6489257812,0.5561523438,0.4985351562,0.4584960938,0.4267578125,0.4001464844,0.3774414062,0.3579101562,0.3410644531,0.3261718750,0.3122558594,0.2995605469,0.2880859375,0.2770996094,0.2666015625,0.2568359375,0.2475585938,0.2388916016,0.2303466797,0.2224121094,0.2148437500,0.2080078125,0.2010498047,0.1943359375
SD1.2,2,SD1.2,20,0.8666992188,0.6367187500,0.5458984375,0.4897460938,0.4516601562,0.4216308594,0.3962402344,0.3745117188,0.3554687500,0.3388671875,0.3237304688,0.3098144531,0.2968750000,0.2856445312,0.2753906250,0.2653808594,0.2558593750,0.2470703125,0.2387695312,0.2307128906,0.2231445312,0.2159423828,0.2094726562,0.2030029297,0.1970214844
SD1.2,2,SD1.2,21,0.8623046875,0.6313476562,0.5419921875,0.4853515625,0.4460449219,0.4145507812,0.3889160156,0.3669433594,0.3481445312,0.3322753906,0.3178710938,0.3044433594,0.2922363281,0.2812500000,0.2709960938,0.2612304688,0.2521972656,0.2437744141,0.2359619141,0.2283935547,0.2210693359,0.2141113281,0.2077636719,0.2012939453,0.1951904297
SD1.2,2,SD1.2,22,0.8520507812,0.6298828125,0.5424804688,0.4873046875,0.4484863281,0.4174804688,0.3916015625,0.3693847656,0.3500976562,0.3332519531,0.3181152344,0.3039550781,0.2907714844,0.2790527344,0.2678222656,0.2575683594,0.2481689453,0.2395019531,0.2314453125,0.2235107422,0.2160644531,0.2088623047,0.2023925781,0.1959228516,0.1898193359
SD1.2,2,SD1.2,23,0.8740234375,0.6367187500,0.5473632812,0.4921875000,0.4543457031,0.4240722656,0.3986816406,0.3769531250,0.3579101562,0.3413085938,0.3266601562,0.3134765625,0.3012695312,0.2905273438,0.2797851562,0.2697753906,0.2604980469,0.2514648438,0.2431640625,0.2349853516,0.2274169922,0.2199707031,0.2133789062,0.2066650391,0.2003173828
SD1.2,2,SD1.2,24,0.8754882812,0.6430664062,0.5527343750,0.4968261719,0.4577636719,0.4257812500,0.3986816406,0.3759765625,0.3562011719,0.3391113281,0.3237304688,0.3095703125,0.2966308594,0.2851562500,0.2744140625,0.2648925781,0.2556152344,0.2469482422,0.2388916016,0.2308349609,0.2233886719,0.2160644531,0.2097167969,0.2031250000,0.1970214844
SD1.2,2,SD1.2,25,0.8647460938,0.6318359375,0.5424804688,0.4873046875,0.4489746094,0.4179687500,0.3920898438,0.3698730469,0.3505859375,0.3342285156,0.3193359375,0.3056640625,0.2932128906,0.2829589844,0.2724609375,0.2626953125,0.2534179688,0.2447509766,0.2365722656,0.2286376953,0.2210693359,0.2137451172,0.2071533203,0.2004394531,0.1940917969
SD1.2,2,SD1.2,26,0.8652343750,0.6303710938,0.5400390625,0.4843750000,0.4460449219,0.4160156250,0.3913574219,0.3701171875,0.3515625000,0.3354492188,0.3208007812,0.3076171875,0.2954101562,0.2846679688,0.2741699219,0.2646484375,0.2556152344,0.2468261719,0.2386474609,0.2305908203,0.2230224609,0.2156982422,0.2089843750,0.2021484375,0.1956787109
SD1.2,2,SD1.2,27,0.8544921875,0.6240234375,0.5356445312,0.4809570312,0.4431152344,0.4130859375,0.3879394531,0.3662109375,0.3466796875,0.3300781250,0.3149414062,0.3012695312,0.2888183594,0.2778320312,0.2673339844,0.2580566406,0.2489013672,0.2404785156,0.2327880859,0.2252197266,0.2181396484,0.2113037109,0.2050781250,0.1987304688,0.1926269531
SD1.2,2,SD1.2,28,0.8701171875,0.6372070312,0.5473632812,0.4929199219,0.4545898438,0.4240722656,0.3986816406,0.3771972656,0.3583984375,0.3425292969,0.3278808594,0.3144531250,0.3020019531,0.2907714844,0.2800292969,0.2700195312,0.2604980469,0.2514648438,0.2429199219,0.2346191406,0.2266845703,0.2192382812,0.2122802734,0.2052001953,0.1983642578
SD1.2,2,SD1.2,29,0.8735351562,0.6372070312,0.5473632812,0.4907226562,0.4509277344,0.4191894531,0.3928222656,0.3706054688,0.3513183594,0.3349609375,0.3208007812,0.3073730469,0.2944335938,0.2832031250,0.2727050781,0.2629394531,0.2541503906,0.2459716797,0.2384033203,0.2309570312,0.2238769531,0.2171630859,0.2109375000,0.2045898438,0.1986083984
SD1.2,3,SD1.2,0,0.9023437500,0.6855468750,0.5961914062,0.5400390625,0.5014648438,0.4714355469,0.4465332031,0.4255371094,0.4077148438,0.3923339844,0.3786621094,0.3662109375,0.3542480469,0.3437500000,0.3332519531,0.3234863281,0.3142089844,0.3054199219,0.2973632812,0.2893066406,0.2819824219,0.2746582031,0.2680664062,0.2609863281,0.2543945312
SD1.2,3,SD1.2,1,0.9003906250,0.6845703125,0.5957031250,0.5400390625,0.5014648438,0.4709472656,0.4450683594,0.4233398438,0.4045410156,0.3884277344,0.3737792969,0.3603515625,0.3479003906,0.3369140625,0.3264160156,0.3164062500,0.3073730469,0.2985839844,0.2907714844,0.2829589844,0.2756347656,0.2685546875,0.2622070312,0.2558593750,0.2497558594
SD1.2,3,SD1.2,2,0.9116210938,0.6938476562,0.6044921875,0.5483398438,0.5092773438,0.4787597656,0.4538574219,0.4326171875,0.4145507812,0.3991699219,0.3852539062,0.3723144531,0.3601074219,0.3493652344,0.3386230469,0.3288574219,0.3195800781,0.3107910156,0.3024902344,0.2944335938,0.2868652344,0.2797851562,0.2729492188,0.2661132812,0.2592773438
